split,event_index,baseline_cumulative_reward,baseline_cumulative_coverage,adaptive_cumulative_reward_mean,adaptive_cumulative_reward_lower,adaptive_cumulative_reward_upper,adaptive_cumulative_coverage_mean,adaptive_cumulative_exploration_rate_mean,adaptive_celular_selection_rate_mean,adaptive_telefone_selection_rate_mean
validation,79,0,0.0,0.26666666666666666,0.0,1.0,0.15991561181434602,0.15991561181434602,0.8400843881856539,0.15991561181434602
validation,80,0,0.0,0.26666666666666666,0.0,1.0,0.15791666666666665,0.15791666666666665,0.8420833333333332,0.15791666666666665
validation,81,0,0.0,0.26666666666666666,0.0,1.0,0.15679012345679014,0.15679012345679014,0.84320987654321,0.15679012345679014
validation,82,0,0.0,0.26666666666666666,0.0,1.0,0.1560975609756098,0.1560975609756098,0.8439024390243903,0.1560975609756098
validation,83,0,0.0,0.26666666666666666,0.0,1.0,0.1546184738955824,0.1546184738955824,0.8453815261044176,0.1546184738955824
validation,84,0,0.0,0.26666666666666666,0.0,1.0,0.15396825396825398,0.15396825396825398,0.8460317460317461,0.15396825396825398
validation,85,0,0.0,0.26666666666666666,0.0,1.0,0.15450980392156863,0.15450980392156863,0.8454901960784317,0.15450980392156863
validation,86,0,0.0,0.26666666666666666,0.0,1.0,0.15310077519379847,0.15310077519379847,0.8468992248062015,0.15310077519379847
validation,87,0,0.0,0.26666666666666666,0.0,1.0,0.15210727969348656,0.15210727969348656,0.8478927203065133,0.15210727969348656
validation,88,0,0.0,0.26666666666666666,0.0,1.0,0.15113636363636365,0.15113636363636365,0.8488636363636364,0.15113636363636365
validation,89,0,0.0,0.26666666666666666,0.0,1.0,0.15018726591760298,0.15018726591760298,0.8498127340823969,0.15018726591760298
validation,90,0,0.0,0.26666666666666666,0.0,1.0,0.1503703703703704,0.1503703703703704,0.8496296296296294,0.1503703703703704
validation,91,0,0.0,0.26666666666666666,0.0,1.0,0.14981684981684984,0.14981684981684984,0.8501831501831505,0.14981684981684984
validation,92,0,0.0,0.26666666666666666,0.0,1.0,0.14963768115942028,0.14963768115942028,0.8503623188405798,0.14963768115942028
validation,93,0,0.0,0.26666666666666666,0.0,1.0,0.14874551971326158,0.14874551971326158,0.8512544802867382,0.14874551971326158
validation,94,0,0.0,0.26666666666666666,0.0,1.0,0.14751773049645384,0.14751773049645384,0.852482269503546,0.14751773049645384
validation,95,0,0.0,0.26666666666666666,0.0,1.0,0.1463157894736842,0.1463157894736842,0.8536842105263162,0.1463157894736842
validation,96,0,0.0,0.26666666666666666,0.0,1.0,0.14479166666666662,0.14479166666666662,0.8552083333333333,0.14479166666666662
